term;property;content;id;definition
;;Resource:University of Athens Biophysics and Bioinformatics Laboratory;http://neurolex.org/wiki/Nlx_151727;"Laboratory focuses on research related to the elucidation of the principles governing protein structure and function, under the supervision of Professor Stavros J. Hamodrakas. 

In particular, original research is carried out along two main axes:
# Algorithm development for the prediction of protein structure, function and interactions from amino acid sequence as well as construction of relevant databases. 
# Application of a variety of Biophysical methods and techniques for protein structure determination and for structural studies of complex, physiologically important, Biological tissues such as insect chorion and cuticle. 

More than 15 individuals (including post-doctoral researchers, PhD students, MSc and undergraduate students) are currently involved in several ongoing research projects. 

Apart from research, our lab offers undergraduate courses in Bioinformatics and Molecular Biophysics, which are elective for the degrees (BSc) in Biology (Faculty of Biology) and Physics (Faculty of Physics) of the University of Athens. 

At the same time, our lab is actively involved in the organization and co-ordination of the MSc Programme in Bioinformatics of the Faculty of Biology."
;;Resource:Layton Center NeuroImaging Laboratory;http://neurolex.org/wiki/Category-3AResource-3ALayton_Center_NeuroImaging_Laboratory;"NeuroImaging laboratory focused on detecting early brain changes associated with cognitive decline and dementia that manages the neuroimaging component of all studies at the Layton Aging and Alzheimer's Center including acquisition and archival services, as well as volumetric analysis of anonymized MRI scans. Assistance with resulting data is also available, including statistical analysis, and preparation of materials for presentation and publication. The Layton Center also manages a library of thousands of digitized MRI scans, including what is believed to be the largest collection of longitudinal MRI scans of cognitively intact elderly subjects.

The OADC Neuroimaging Lab conducts MRI studies on both 3 and 7T MRI systems using advanced sequences, employing a multimodal approach to brain imaging research."
;;Resource:University Andrology Laboratory;http://neurolex.org/wiki/Nlx_87124;"The University Andrology Laboratory provides physicians and their patients with all forms of male infertility testing, as well as operating a Patient Sperm Banking Program. This full-service facility is dedicated to the diagnosis and treatment of the infertile male using the highest standard of quality of care. 

Patients can either visit the main laboratory facility on the University of Illinois at Chicago Medical Center campus or visit our satellite laboratory on North Michigan Avenue. 

Now available through the University Andrology Laboratory is the OverNiteMale Program. The ""OverNiteMale"" Program is particularly convenient for patients who are unable to make a personal visit to one of our laboratories to produce a sample. Patients can now produce a sample in the privacy of their own home from any location in the U.S.A. and send it via Federal Express directly to our laboratory. In-patients can also take advantage of the OverNiteMaleTM Program during their hospital stay.

The University Andrology Laboratory was originally introduced at Michael Reese Hospital in Chicago in 1982 and relocated in 1996 to the University of Illinois at Chicago Medical Center, Department of Urology. The laboratory meets the highest standard of quality control and quality assurance. The operation of the University Andrology Laboratory has been under the direction of Gail S. Prins, Ph.D., HCLD, from its inception to the present."
;;Resource:Quantitative Neuroscience Laboratory, Rutgers;http://neurolex.org/wiki/Nif-2D0000-2D31389;" 
The brain is made of billions of neurons, which together form the world's most powerful information-processing machine. Despite decades of research, the fundamental principle by which these cells work together is still unknown. 
Many theories for brain function have been proposed over the last century. But only in the last few years has it become possible to record simultaneously from large enough numbers of neurons to put these theories to the test experimentally. This is an unprecedented opportunity, but it opens up a new question: how do we go from the gigabytes of experimental data that we now have, to concise conclusions about the function of the brain? 
The data processing methods traditionally used in neuroscience are not sophisticated enough to exploit this new flood of information. Fortunately, modern statistics and machine learning theory is making great strides in precisely the type of techniques needed to process these large multivariate databases. By applying these methods to neuronal data, we can now test long-standing hypotheses about brain function. 
The Cell Assembly 
The main focus of our research is an experimental search for ""cell assemblies"". Before describing what a cell assembly is, it will be useful to describe what it is not. 
The brain is often thought of as a feed-forward system. In this scheme, sensory information is processed by successive levels of cortical analyzers, each of which transforms the results of previous levels, until sensory information is in a suitable form to guide the animals behavior. In support of this idea, the pattern of connections in the cortex does appear to respect a hierarchical organization, with the output of low-level areas corresponding to a single sensory modality being integrated into high-level multi-modal areas. Responses in higher-level sensory areas appear to have more complex responses to sensory stimuli, in agreement with increased abstraction as the hierarchy is traversed. 
However, there are several levels at which this feed-forward picture is incomplete. At the ""circuit diagram"" level, there more connections projecting across and down the hierarchy, than there are feed-forward projections. What's more, if information were processed in a strictly feed-forward manner, one would expect a neuron to respond identically to repeated presentations of the same sensory stimulus. Although this is a fairly good approximation in primary sensory areas of cortex, in high-level structures responses are often more variable than expected from strict sensory control. Finally, although feed-forward processing can describe how an animal could perform simple stimulus-response behaviors, it cannot explain more complex ""top-down"" behaviors such as memory or thought. 
An alternative point of view, put forward over 50 years ago by Canadian psychologist Donald Hebb, holds that recurrent and feedback connections play an essential role in brain function. The principal actor in this view is the cell assembly, an anatomically distributed subset of neurons, amongst which mutually excitatory connections have been strengthened by repeated co-activation, allowing the assembly to later maintain its activity through reverberation without direct sensory stimulation. This theory allows for sensory-response behavior, and also behavior resulting purely from internally generated cognitive activity, by the sequential activation of a series of assemblies, leading in turn to the production of motion. 
In our research, we search for signatures of assembly activity in simultaneous recordings from multiple neurons, and aim to characterize the properties of assembly activity in ways not possible from theory alone. 
Software for Automatic Clustering 
KlustaKwik is a program developed in the lab for automatic cluster analysis, specifically designed to run fast on large data sets. In order facilitate open-source development, it is now located at klustakwik.sourceforge.net. 
This study 
was supported by NIH grants MH073245 and DC009947; 
NSF grant SBE-0542013 to the Temporal Dynamics of 
Learning Center, an NSF Science of Learning Center; a 
National Institute on Deafness and Other Communication 
Disorders, NIH, grant DC-005787-01A1; and a Spanish 
grant FIS 2006-09294. K.D.H. is an Alfred P. Sloan 
fellow. We would like to dedicate this work to the memory 
of D. J. Amit."
;;Resource:Laboratory for Neural Computation and Cognition;http://neurolex.org/wiki/Category-3AResource-3ALaboratory_for_Neural_Computation_and_Cognition;" 
Our research combines computational modeling and experimental work to understand the neural mechanisms underlying reinforcement learning, decision making and working memory. 
We develop biologically-based neural network models that simulate systems-level interactions between multiple brain areas (primarily basal ganglia and frontal cortex), including modulation by dopamine and other neuromodulators. We test theoretical predictions of the models using various neuropsychological, pharmacological, genetic, and neuroimaging techniques."
;;Resource:Laboratory for Neural Computation and Cognition;http://neurolex.org/wiki/Nif-2D0000-2D10906;" 
Our research combines computational modeling and experimental work to understand the neural mechanisms underlying reinforcement learning, decision making and working memory. 
We develop biologically-based neural network models that simulate systems-level interactions between multiple brain areas (primarily basal ganglia and frontal cortex), including modulation by dopamine and other neuromodulators. We test theoretical predictions of the models using various neuropsychological, pharmacological, genetic, and neuroimaging techniques."
;;Resource:Advanced Neuroscience Imaging Research Laboratory Software Packages;http://neurolex.org/wiki/Category-3AResource-3AAdvanced_Neuroscience_Imaging_Research;"The Advanced Neuroscience Imaging Research (ANSIR) Laboratory is a research group based in the Department of Radiology of Wake Forest University School of Medicine. Software Packages that are currently available for download from the ANSIR Laboratory at Wake Forest University School of Medicine: 
* WFU Biological Parametric Mapping Toolbox: a toolbox for multimodal image analysis that is based on a voxel-wise use of the general linear model. The BPM toolbox incorporates information obtained from other modalities as regressors in a voxel-wise analysis, thereby permitting investigation of more sophisticated hypotheses. The BPM toolbox has been developed in Matlab with a user-friendly interface for performing analyses, including voxel-wise multimodal correlation, ANCOVA, and multiple regression. It has a high degree of integration with the SPM (statistical parametric mapping) software relying on it for visualization and statistical inference. Furthermore, statistical inference for a correlation field, rather than a widely used T-field, has been implemented in the correlation analysis for more accurate results. An example with in vivo data is presented, demonstrating the potential of the BPM methodology as a tool for multimodal image analysis. 

* WFU_PickAtlas: This software provides a method for generating ROI masks based on the Talairach Daemon database. The atlases include Brodmann area, Lobar, Hemisphere, Anatomic Label and Tissue Type. The atlases have been extended to the vertex in MNI space, and corrected for the precentral gyrus anomaly. Additional atlases can be added without much difficulty. 

* WFU_DICOMtk: The WFU_DICOMtk software package converts 3-D image volumes or 2-D images to DICOM format and optionally sends them to a PACS server.  It may also serve as a DICOM image viewer.  The scripts are written entirely in MATLAB.  The images input for DICOM conversion may be either 3-D volumes readable by SPM or any 2-D images supported by MATLAB's imread function.

* WFU_Pipeline: The WFU SPM5 Pipeline is a fully automated method for the processing of fMRI data using SPM. It is fully automated from the point of data acquisition at the MRI scanner. It incorporates tools for automated data transfer, archiving, real-time SPM5 batch script generation with distributed grid processing, automated error-recovery procedures, full data-provenance, email notifications, optional conversion back to DICOM (Digital Imaging and Communications in Medicine), and picture archiving and communications systems (PACS) insertion. The architecture allows for an infinite number of easily definable analyses that are fully automated from the point of acquisition.

* Non-Stationary Cluster Extent Correction for SPM: This toolbox implements the random field theory (RFT) version of cluster size inference under non-stationarity. Non-stationarity, or non-uniform smoothness, is a problem in cluster size inference of brain imaging data. This is because, under non-stationarity, clusters tend to be large in smooth areas and small in rough areas within the image data. Non-stationarity is particularly problematic in VBM (voxel-based morphometry) data, and a use of cluster p-values has been discouraged in analyses of such data. A solution for this non-stationarity problem was proposed by Worsley et al, and has been implemented in the FMRISTAT package. Accounting for non-stationarity is important as it could lead to an erroneous outcome of a VBM analysis, as demonstrated in Moorhead et al. We have ported the function for non-stationary cluster size inference from FMRISTAT to SPM, so that it can interface with the SPM output. 

* Adaptive Staircase Procedure for E-Prime: This package provides the framework for implementing a self-adapting staircase procedure within the E-Prime programming environment. Although staircases have been in use for decades, the few open-source examples currently available require a moderate degree of programming proficiency to integrate into a new experimental procedure. Here, we provide an example developed within the E-Prime that can be easily copied or manipulated for almost any experimental paradigm. It is based on the simple 2-down/1-up method, with adjustable step sizes (if s\desired) and experimenter-definable parameters. 

* MoJoe 

* IDL_SPM 

* IDL_Dicom_Toolkit"
;;Resource:Quantitative Neuroscience Laboratory, Rutgers;http://neurolex.org/wiki/Category-3AResource-3AQuantitative_Neuroscience_Laboratory,_Rutgers;" 
The brain is made of billions of neurons, which together form the world's most powerful information-processing machine. Despite decades of research, the fundamental principle by which these cells work together is still unknown. 
Many theories for brain function have been proposed over the last century. But only in the last few years has it become possible to record simultaneously from large enough numbers of neurons to put these theories to the test experimentally. This is an unprecedented opportunity, but it opens up a new question: how do we go from the gigabytes of experimental data that we now have, to concise conclusions about the function of the brain? 
The data processing methods traditionally used in neuroscience are not sophisticated enough to exploit this new flood of information. Fortunately, modern statistics and machine learning theory is making great strides in precisely the type of techniques needed to process these large multivariate databases. By applying these methods to neuronal data, we can now test long-standing hypotheses about brain function. 
The Cell Assembly 
The main focus of our research is an experimental search for ""cell assemblies"". Before describing what a cell assembly is, it will be useful to describe what it is not. 
The brain is often thought of as a feed-forward system. In this scheme, sensory information is processed by successive levels of cortical analyzers, each of which transforms the results of previous levels, until sensory information is in a suitable form to guide the animals behavior. In support of this idea, the pattern of connections in the cortex does appear to respect a hierarchical organization, with the output of low-level areas corresponding to a single sensory modality being integrated into high-level multi-modal areas. Responses in higher-level sensory areas appear to have more complex responses to sensory stimuli, in agreement with increased abstraction as the hierarchy is traversed. 
However, there are several levels at which this feed-forward picture is incomplete. At the ""circuit diagram"" level, there more connections projecting across and down the hierarchy, than there are feed-forward projections. What's more, if information were processed in a strictly feed-forward manner, one would expect a neuron to respond identically to repeated presentations of the same sensory stimulus. Although this is a fairly good approximation in primary sensory areas of cortex, in high-level structures responses are often more variable than expected from strict sensory control. Finally, although feed-forward processing can describe how an animal could perform simple stimulus-response behaviors, it cannot explain more complex ""top-down"" behaviors such as memory or thought. 
An alternative point of view, put forward over 50 years ago by Canadian psychologist Donald Hebb, holds that recurrent and feedback connections play an essential role in brain function. The principal actor in this view is the cell assembly, an anatomically distributed subset of neurons, amongst which mutually excitatory connections have been strengthened by repeated co-activation, allowing the assembly to later maintain its activity through reverberation without direct sensory stimulation. This theory allows for sensory-response behavior, and also behavior resulting purely from internally generated cognitive activity, by the sequential activation of a series of assemblies, leading in turn to the production of motion. 
In our research, we search for signatures of assembly activity in simultaneous recordings from multiple neurons, and aim to characterize the properties of assembly activity in ways not possible from theory alone. 
Software for Automatic Clustering 
KlustaKwik is a program developed in the lab for automatic cluster analysis, specifically designed to run fast on large data sets. In order facilitate open-source development, it is now located at klustakwik.sourceforge.net. 
This study 
was supported by NIH grants MH073245 and DC009947; 
NSF grant SBE-0542013 to the Temporal Dynamics of 
Learning Center, an NSF Science of Learning Center; a 
National Institute on Deafness and Other Communication 
Disorders, NIH, grant DC-005787-01A1; and a Spanish 
grant FIS 2006-09294. K.D.H. is an Alfred P. Sloan 
fellow. We would like to dedicate this work to the memory 
of D. J. Amit."
;;Resource:University of Texas at San Antonio Laboratory of Professor Brenda Claiborne;http://neurolex.org/wiki/Category-3AResource-3AThe_University_of_Texas_at_San_Antonio,_CLAIBORNE_Lab-3A_Cell_Database;"The long-term goals of my research are to understand the relationship between neuronal structure and function, and to elucidate the factors that affect neuronal morphology and function over the lifespan of the mammal. Currently we are examining 1) the effects of synaptic activity on neuronal development; 2) the effects of estrogen on neuronal morphology and on learning and memory; and, 3) the effects of aging on neuronal structure and function. We have focused our efforts on single neurons in the hippocampal formation, a region that is critical for certain forms of learning and memory in rodents and humans.

From the portal, you may click on a cell in your region of interest to see the complete database of cells from that region. You may also explore the Neuron Database:
* Comparative Electrotonic Analysis of Three Classes of Rat Hippocampal Neurons. (Raw data available)
* Quantitative, three-dimensional analysis of granule cell dendrites in the rat dentate gyrus.
* Dendritic Growth and Regression in Rat Dentate Granule Cells During Late Postnatal Development.(Raw data available)
* A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus."
;;Los Alamos National Laboratory;http://neurolex.org/wiki/Nlx_71073;"Los Alamos National Laboratory is a premier national security research institution, delivering scientific and engineering solutions for the nation's most crucial and complex problems. Our primary responsibility is ensuring the safety, security, and reliability of the nation's nuclear deterrent.

The Los Alamos of today emphasizes worker safety, effective operational safeguards & security, and environmental stewardship, while outstanding science remains the foundation of the Laboratory.

In addition to supporting the Lab's core national security mission, our work advances bioscience, chemistry, computer science, earth and environmental sciences, materials science, and physics disciplines."
;;Resource:DPDx: Laboratory Identification of Parasites of Public Health Concern;http://neurolex.org/wiki/Category-3AResource-3ADPDx-3A_Laboratory_Identification_of_Parasites_of_Public_Health_Concern;"Parasite-related portal including concise reviews of parasites and parasitic diseases, an image library, a review of recommended procedures for collecting, shipping, processing, and examining biologic specimens, and a diagnostic assistance function, in which laboratorians and other health professionals desiring assistance in parasite identification can ask questions and/or send digital images of specimens for expedited review and consultation with DPD staff. This assistance is free of charge.

The portal is hoped to strengthen diagnosis of, and enhance the capacity to address the global problem of parasitic diseases, both in the United States and abroad.

Potential DPDx applications include: 
* training and continuing education of laboratorians, using material collected by CDC or contributed by other institutions 
* provision to health facilities worldwide of diagnostic assistance by CDC staff backed up when needed by experts from other institutions 
* diagnostic quizzes for self-assessment of laboratorians skills 
* informal, early detection of unusually clustered, atypical or emerging parasitic diseases"
;;Resource:Laboratory of Molecular Neuroscience, University of Oslo;http://neurolex.org/wiki/Nif-2D0000-2D11675;"The Laboratory for Molecular Neuroscience investigates molecular mechanisms involved in the development of acute and chronic neurodegenerative disease, with a focus on the role of glutamate excitotoxicity. It aims at unraveling the molecular basis for cell death and edema development in stroke, and explores the pathophysiology of Alzheimer's disease and temporal lobe epilepsy. One of the long term goals is to identify new molecular targets for neuroprotective strategies in stroke and other conditions involving glutamate excitotoxicity. 

The main objective of the LMN is to advance our understanding of the role of glutamate, as a transmitter substance in the normal brain and as a mediator of excitotoxicity in pathological conditions such as stroke. To this end the LMN employs several vital and non-vital imaging techniques. Model systems include organotypical slice cultures and transgene animals. 

It is believed that the excitotoxic cascade ultimately leads to DNA damage, partly through excessive formation of oxygen radicals. Thus an important focus of the LMN is to explore the role of DNA damage and repair in the pathogenesis of neurodegenerative disease. 

LMN is also engaged in research on molecular mechanism underlying brain edema, epilepsy, and Alzheimer's disease. 

Clinical perspective of LMN's activities 
The field of neurology continues to lag behind those of other disciplines when it comes to the range and efficacy of therapeutic strategies. In particular, common neurological conditions such as stroke, Alzheimer's disease, Parkinson's disease and other chronic neurodegenerative diseases, age-related cognitive impairment, epilepsy, mood disorders and schizophrenia call for new therapeutic strategies. Several of these conditions are particularly prevalent among the elderly and will constitute a growing health concern as the population ages. Most of the current molecular targets for neurological therapy are found in the monoamine and acetylcholine signaling systems, as use of receptor blockers or other drugs to interfere with the widespread fast signal transmission systems are causing substantial side effects. Future therapies will have to be based on strategies that act by reducing or increasing the number or activity of specific subtypes of pre- and postsynaptic receptors, transporters, and ion channels, or other membrane molecules at the synapse, and by strategies that exploit the new possibilities offered by stem cell technology and targeted repair."
;;Resource:Neural Systems and Graphics Computing Laboratory: Micro3D Software;http://neurolex.org/wiki/Category-3AResource-3ANeural_Systems_and_Graphics_Computing_Laboratory-3A_Micro3D_Software;" 
The Micro3D 2004 is a software for 3-D reconstruction, visualization, and analysis of neuronal populations and brain regions. Micro3D generates geometric models from line and point coded data sets, representing labeled objects such as cell bodies or axonal plexuses, and boundaries of brain regions in serial sections. 
Data are typically imported from image-combining computerized microscopy systems, such as Neurolucida (MicroBrightField, Colchester, VT). The models may be rotated and zoomed in real-time. Surfaces are re-synthesized on the basis of stacks of contour lines. Clipping is used for defining section-independent subdivisions of the model. Flattening of sheets of points in curved layers (e.g., neurons in a cortical lamina) facilitates inspection of complicated distribution patterns. Micro3D computes color-coded density maps, and allows production of mpeg videos. 
Micro3D 2004 runs on LINUX PCs equipped with Open Inventor. It performs operations similar to the Silicon Graphics based version that has been used in more than 25 investigations and in various species, ranging from insects to monkeys, at the LM- and EM-level. 
Sponsors:Micro 3D was developed with support from The Research Council of Norway and The Oslo Research Park / FORNY."
;;Resource:Layton Center NeuroImaging Laboratory;http://neurolex.org/wiki/Nlx_144447;"NeuroImaging laboratory focused on detecting early brain changes associated with cognitive decline and dementia that manages the neuroimaging component of all studies at the Layton Aging and Alzheimer's Center including acquisition and archival services, as well as volumetric analysis of anonymized MRI scans. Assistance with resulting data is also available, including statistical analysis, and preparation of materials for presentation and publication. The Layton Center also manages a library of thousands of digitized MRI scans, including what is believed to be the largest collection of longitudinal MRI scans of cognitively intact elderly subjects.

The OADC Neuroimaging Lab conducts MRI studies on both 3 and 7T MRI systems using advanced sequences, employing a multimodal approach to brain imaging research."
;;"Resource:European Molecular Biology Laboratory; Heidelberg; Germany";http://neurolex.org/wiki/Category-3AEuropean_Molecular_Biology_Laboratory;"The European Molecular Biology Laboratory (EMBL) is an international research organisation with its main laboratory in Heidelberg (Germany), and four outstations in Hinxton, (UK) (the European Bioinformatics Institute, EBI), Grenoble (France), Hamburg (Germany), and Monterotondo (Italy). It is one of the world's top research institutions, and dedicated to basic research in the molecular life sciences. Outstanding training is available at multiple levels: predoctoral students, postdocs and visiting scientists are provided with exceptional training opportunities. 

Many courses, conferences and workshops are organized in collaboration with EMBL's sister organization, the European Molecular Biology Organisation (EMBO). 

Research at EMBL is conducted by approximately 85 independent groups covering the spectrum of molecular biology. The Laboratory has five units: the main Laboratory in Heidelberg, and outstations in Hinxton near Cambridge (the European Bioinformatics Institute), Grenoble, Hamburg, and Monterotondo near Rome. EMBL is international, innovative and interdisciplinary. Its 1,400 employees from 60 nations represent scientific disciplines including biology, physics, chemistry and computer science.

The cornerstones of EMBL's mission are: to perform basic research in molecular biology, to train scientists, students and visitors at all levels, to offer vital services to scientists in the member states, and to develop new instruments and methods in the life sciences, and technology transfer.

The EMBL's International PhD Programme, originally established in 1983, represents the flagship of EMBL's commitment to first class training and education. Internationality, dedicated mentoring and early independence in research characterize our programme. Considered to be one of the most competitive PhD training schemes to enter, we are committed to providing EMBL PhD students with the best starting platform for a successful career in science.

Additionally, EMBL provides an exciting environment for postdoctoral fellows. World class research labs and facilities, high quality seminar programmes and the vibrant international atmosphere combine to ensure that postdoctoral fellows have access to all they need at this critical career stage."
;;"Resource:European Molecular Biology Laboratory; Heidelberg; Germany";http://neurolex.org/wiki/Category-3AEMBL;"The European Molecular Biology Laboratory (EMBL) is an international research organisation with its main laboratory in Heidelberg (Germany), and four outstations in Hinxton, (UK) (the European Bioinformatics Institute, EBI), Grenoble (France), Hamburg (Germany), and Monterotondo (Italy). It is one of the world's top research institutions, and dedicated to basic research in the molecular life sciences. Outstanding training is available at multiple levels: predoctoral students, postdocs and visiting scientists are provided with exceptional training opportunities. 

Many courses, conferences and workshops are organized in collaboration with EMBL's sister organization, the European Molecular Biology Organisation (EMBO). 

Research at EMBL is conducted by approximately 85 independent groups covering the spectrum of molecular biology. The Laboratory has five units: the main Laboratory in Heidelberg, and outstations in Hinxton near Cambridge (the European Bioinformatics Institute), Grenoble, Hamburg, and Monterotondo near Rome. EMBL is international, innovative and interdisciplinary. Its 1,400 employees from 60 nations represent scientific disciplines including biology, physics, chemistry and computer science.

The cornerstones of EMBL's mission are: to perform basic research in molecular biology, to train scientists, students and visitors at all levels, to offer vital services to scientists in the member states, and to develop new instruments and methods in the life sciences, and technology transfer.

The EMBL's International PhD Programme, originally established in 1983, represents the flagship of EMBL's commitment to first class training and education. Internationality, dedicated mentoring and early independence in research characterize our programme. Considered to be one of the most competitive PhD training schemes to enter, we are committed to providing EMBL PhD students with the best starting platform for a successful career in science.

Additionally, EMBL provides an exciting environment for postdoctoral fellows. World class research labs and facilities, high quality seminar programmes and the vibrant international atmosphere combine to ensure that postdoctoral fellows have access to all they need at this critical career stage."
;;Resource:Music and Neuroimaging Laboratory;http://neurolex.org/wiki/Category-3AResource-3AMusic_and_Neuroimaging_Laboratory;"The human brain has the remarkable ability to adapt in response to changes in the environment over the course of a lifetime. This is the mechanism for learning, growth, and normal development. Similar changes or adaptations can also occur in response to focal brain injuries, e.g., partially-adapted neighboring brain regions or functionally-related brain systems can either substitute for some of the lost function or develop alternative strategies to overcome a disability.

Through ongoing research, the Music and Neuroimaging Laboratory's mission is to:
* Reveal the perceptual and cognitive aspects of music processing including the perception and memory for pitch, rhythmic, harmonic, and melodic stimuli.
* Investigate the use of music and musical stimuli as an interventional tool for educational and therapeutic purposes.
* Reveal the behavioral and neural correlates of learning, skill acquisition, and brain adaptation in response to changes in the environment or brain injury in the developing and adult brain.
* Reveal the determinants and facilitators for recovery from brain injury.

Project topics include: Aphasia Therapy, Singing and Speaking, Tone Deafness / Congenital Amusia, Motor Recovery Studies, Music and Emotions, Music and Autism, Children and Music Making, Brain Stimulation, Adult Musician Studies, Absolute Pitch Studies, Acute Stroke Studies"
;;Lawrence Berkeley National Laboratory;http://neurolex.org/wiki/Nlx_37075;Berkeley Lab is a member of the national laboratory system supported by the U.S. Department of Energy through its Office of Science. It is managed by the University of California (UC) and is charged with conducting unclassified research across a wide range of scientific disciplines. Located on a 200-acre site in the hills above the UC Berkeley campus that offers spectacular views of the San Francisco Bay, Berkeley Lab employs approximately 4,200 scientists, engineers, support staff and students. Its budget for 2010 is $707 million, with an additional $104 million in funding from the American Recovery and Reinvestment Act, for a total of $811 million.
;;Resource:Cold Spring Harbor Laboratory;http://neurolex.org/wiki/Category-3AResource-3ACold_Spring_Harbor_Laboratory;" 
Cold Spring Harbor Laboratory (CSHL) is a private, not-for-profit research and education institution at the forefront of efforts in molecular biology and genetics to generate knowledge that will yield better diagnostics and treatments for cancer, neurological diseases and other major causes of human suffering. 
Home to seven Nobelists, the Laboratory was founded in 1890 as one of the first institutions in the world to specialize in genetics research. CSHL has played a pivotal role in the emergence of molecular genetics, the scientific foundation of the contemporary revolution in biology and biotechnology. At CSHL in 1953, James D. Watson presented his first public lecture on his and Francis Cricks discovery of the double-helical structure of DNA, for which each later won a Nobel Prize. As director and then president of the Laboratory from 1968 to 2003, Watson was instrumental in developing CSHL into one of the worlds most influential cancer research centers. 
Today, CSHL President Bruce Stillman leads more than 400 scientists who are pioneering the frontiers of biomedical research. A designated Center of the U.S. National Cancer Institute, CSHL has broken new ground in the study of cancer-causing genes and signaling pathways implicated in their activation. Key findings on mutations and structural variations of the human genome have been important in this work and in the Laboratorys efforts to understand what causes devastating neurodevelopmental and neurodegenerative illnesses such as autism, schizophrenia, and Alzheimers and Parkinsons diseases. CSHL is also a global leader in plant genetics and an innovative force in the emerging discipline of quantitative biology. 
The Laboratorys diverse educational activities seek to prepare both scientists and the public for the age of the genome. Each year 8,000 of the worlds leading life scientists are drawn to the campus for CSHLs legendary Meetings and Courses program and seminal Banbury conferences, where new findings and next steps in research are discussed and debated. The CSHL Press publishes textbooks, laboratory manuals, and research journals that are among the most highly cited in their fields. 
In 1998, the Laboratory established the Watson School of Biological Sciences, whose unique Ph.D.-granting program trains the next generation of molecular biologists. CSHL also runs the nations first science center dedicated to public genetics education. Since 1988, more than 325,000 middle and high school students, teachers, and families have benefited from the hands-on educational programs of the Dolan DNA Learning Center. Millions more have accessed the Centers award-winning website."
;;Resource:Laboratory of Molecular Neuroscience, University of Oslo;http://neurolex.org/wiki/Category-3AResource-3ALaboratory_of_Molecular_Neuroscience,_University_of_Oslo;"The Laboratory for Molecular Neuroscience investigates molecular mechanisms involved in the development of acute and chronic neurodegenerative disease, with a focus on the role of glutamate excitotoxicity. It aims at unraveling the molecular basis for cell death and edema development in stroke, and explores the pathophysiology of Alzheimer's disease and temporal lobe epilepsy. One of the long term goals is to identify new molecular targets for neuroprotective strategies in stroke and other conditions involving glutamate excitotoxicity. 

The main objective of the LMN is to advance our understanding of the role of glutamate, as a transmitter substance in the normal brain and as a mediator of excitotoxicity in pathological conditions such as stroke. To this end the LMN employs several vital and non-vital imaging techniques. Model systems include organotypical slice cultures and transgene animals. 

It is believed that the excitotoxic cascade ultimately leads to DNA damage, partly through excessive formation of oxygen radicals. Thus an important focus of the LMN is to explore the role of DNA damage and repair in the pathogenesis of neurodegenerative disease. 

LMN is also engaged in research on molecular mechanism underlying brain edema, epilepsy, and Alzheimer's disease. 

Clinical perspective of LMN's activities 
The field of neurology continues to lag behind those of other disciplines when it comes to the range and efficacy of therapeutic strategies. In particular, common neurological conditions such as stroke, Alzheimer's disease, Parkinson's disease and other chronic neurodegenerative diseases, age-related cognitive impairment, epilepsy, mood disorders and schizophrenia call for new therapeutic strategies. Several of these conditions are particularly prevalent among the elderly and will constitute a growing health concern as the population ages. Most of the current molecular targets for neurological therapy are found in the monoamine and acetylcholine signaling systems, as use of receptor blockers or other drugs to interfere with the widespread fast signal transmission systems are causing substantial side effects. Future therapies will have to be based on strategies that act by reducing or increasing the number or activity of specific subtypes of pre- and postsynaptic receptors, transporters, and ion channels, or other membrane molecules at the synapse, and by strategies that exploit the new possibilities offered by stem cell technology and targeted repair."
;;Resource:Jackson Laboratory Cytogenetic Models Resource;http://neurolex.org/wiki/Category-3AResource-3AThe_Jackson_Laboratory_Cytogenetic_Models_Resource;"The Jackson Laboratory Cytogenetic Models Resource maintains and distributes chromosome aberration stocks that provide primarily mouse models for Down syndrome.

Human Chromosome (Chr) 21 is trisomic in Down syndrome. Many human Chr 21 genes are conserved in mouse Chr 16. The Resource currently provides two models for Down syndrome research: (1) Rb(6.16)24Lub x Rb(16.17)7Bnr F1 hybrids that are used to produce Chr 16 trisomy (Ts16) embryos, which have many of the fetal developmental features of DS; (2) Ts(1716)65Dn, segmental trisomy mice that survive to adulthood and have many of the features of DS. Ts65Dn mice are trisomic for most of the human Chr 21-homologous genes in the distal segment of mouse Chr 16. The Resource also includes stocks with selected reciprocal translocations involving Chr 16 and some Chr 16 transgenic stocks. In addition, a large number of Robertsonian chromosome stocks are held as frozen embryos in the Cryopreservation Resource. Each mouse chromosome is present in at least two different Robertsonian chromosomes in these strains so that specific trisomies for each of the 19 mouse autosomes can be produced. This is the most extensive collection of Robertsonian chromosome mice in the United States. Breeding pairs and individual mice are provided."
